42	13.346991	-0.071009	68
42	13.246594	-0.010406	51
42	12.941176	-0.017824	34
42	12.878155	0.028155	17
43	14.797309	0.033309	102
43	14.156916	0.059916	85
43	13.332991	-0.071009	68
43	13.230594	-0.010406	51
43	12.923176	-0.017824	34
43	12.860155	0.028155	17
44	14.796309	0.033309	102
44	14.152916	0.059916	85
44	13.318991	-0.071009	68
44	13.214594	-0.010406	51
44	12.906176	-0.017824	34
44	12.843155	0.028155	17
45	14.795309	0.033309	102
45	14.148916	0.059916	85
45	13.304991	-0.071009	68
45	13.199594	-0.010406	51
45	12.889176	-0.017824	34
45	12.826155	0.028155	17
46	14.794309	0.033309	102
46	14.143916	0.059916	85
46	13.291991	-0.071009	68
46	13.184594	-0.010406	51
46	12.873176	-0.017824	34
46	12.809155	0.028155	17
47	14.793309	0.033309	102
47	14.140916	0.059916	85
47	13.279991	-0.071009	68
47	13.170594	-0.010406	51
47	12.857176	-0.017824	34
47	12.794155	0.028155	17
48	14.792309	0.033309	102
48	14.136916	0.059916	85
48	13.266991	-0.071009	68
48	13.157594	-0.010406	51
48	12.842176	-0.017824	34
48	12.778155	0.028155	17
49	14.791309	0.033309	102
49	14.132916	0.059916	85
49	13.255991	-0.071009	68
49	13.143594	-0.010406	51
49	12.827176	-0.017824	34
49	12.763155	0.028155	17
50	14.790309	0.033309	102
50	14.129916	0.059916	85
50	13.243991	-0.071009	68
50	13.130594	-0.010406	51
50	12.813176	-0.017824	34
50	12.749155	0.028155	17
51	14.789309	0.033309	102
51	14.126916	0.059916	85
51	13.232991	-0.071009	68
51	13.118594	-0.010406	51
51	12.799176	-0.017824	34
51	12.735155	0.028155	17
52	14.788309	0.033309	102
52	14.123916	0.059916	85
52	13.221991	-0.071009	68
52	13.106594	-0.010406	51
52	12.785176	-0.017824	34
52	12.721155	0.028155	17
53	14.788309	0.033309	102
53	14.120916	0.059916	85
53	13.211991	-0.071009	68
53	13.094594	-0.010406	51
53	12.772176	-0.017824	34
53	12.708155	0.028155	17
54	14.787309	0.033309	102
54	14.118916	0.059916	85
54	13.201991	-0.071009	68
54	13.083594	-0.010406	51
54	12.759176	-0.017824	34
54	12.695155	0.028155	17
55	14.786309	0.033309	102
55	14.115916	0.059916	85
55	13.191991	-0.071009	68
55	13.072594	-0.010406	51
55	12.747176	-0.017824	34
55	12.683155	0.028155	17
56	14.786309	0.033309	102
56	14.112916	0.059916	85
56	13.181991	-0.071009	68
56	13.061594	-0.010406	51
56	12.735176	-0.017824	34
56	12.671155	0.028155	17
57	14.785309	0.033309	102
57	14.110916	0.059916	85
57	13.172991	-0.071009	68
57	13.051594	-0.010406	51
57	12.724176	-0.017824	34
57	12.659155	0.028155	17
58	14.784309	0.033309	102
58	14.107916	0.059916	85
58	13.163991	-0.071009	68
58	13.041594	-0.010406	51
58	12.713176	-0.017824	34
58	12.648155	0.028155	17
59	14.784309	0.033309	102
59	14.105916	0.059916	85
59	13.155991	-0.071009	68
59	13.031594	-0.010406	51
59	12.702176	-0.017824	34
59	12.637155	0.028155	17
60	14.783309	0.033309	102
60	14.102916	0.059916	85
60	13.146991	-0.071009	68
60	13.022594	-0.010406	51
60	12.692176	-0.017824	34
60	12.626155	0.028155	17
