1	15.023309	0.033309	102
1	14.999916	0.059916	85
1	14.811991	-0.071009	68
1	14.860594	-0.010406	51
1	14.830176	-0.017824	34
1	14.836155	0.028155	17
2	14.998309	0.033309	102
2	14.904916	0.059916	85
2	14.679991	-0.071009	68
2	14.727594	-0.010406	51
2	14.678176	-0.017824	34
2	14.674155	0.028155	17
3	14.978309	0.033309	102
3	14.833916	0.059916	85
3	14.580991	-0.071009	68
3	14.627594	-0.010406	51
3	14.552176	-0.017824	34
3	14.540155	0.028155	17
4	14.962309	0.033309	102
4	14.775916	0.059916	85
4	14.497991	-0.071009	68
4	14.541594	-0.010406	51
4	14.443176	-0.017824	34
4	14.425155	0.028155	17
5	14.948309	0.033309	102
5	14.725916	0.059916	85
5	14.426991	-0.071009	68
5	14.464594	-0.010406	51
5	14.347176	-0.017824	34
5	14.324155	0.028155	17
6	14.937309	0.033309	102
6	14.682916	0.059916	85
6	14.365991	-0.071009	68
6	14.393594	-0.010406	51
6	14.261176	-0.017824	34
6	14.234155	0.028155	17
7	14.927309	0.033309	102
7	14.643916	0.059916	85
7	14.310991	-0.071009	68
7	14.328594	-0.010406	51
7	14.182176	-0.017824	34
7	14.152155	0.028155	17
8	14.917309	0.033309	102
8	14.608916	0.059916	85
8	14.259991	-0.071009	68
8	14.269594	-0.010406	51
8	14.110176	-0.017824	34
8	14.076155	0.028155	17
9	14.909309	0.033309	102
9	14.576916	0.059916	85
9	14.213991	-0.071009	68
9	14.214594	-0.010406	51
9	14.043176	-0.017824	34
9	14.007155	0.028155	17
10	14.901309	0.033309	102
10	14.546916	0.059916	85
10	14.169991	-0.071009	68
10	14.163594	-0.010406	51
10	13.982176	-0.017824	34
10	13.943155	0.028155	17
11	14.893309	0.033309	102
11	14.518916	0.059916	85
11	14.128991	-0.071009	68
11	14.115594	-0.010406	51
11	13.924176	-0.017824	34
11	13.883155	0.028155	17
12	14.886309	0.033309	102
12	14.493916	0.059916	85
12	14.089991	-0.071009	68
12	14.070594	-0.010406	51
12	13.871176	-0.017824	34
12	13.827155	0.028155	17
13	14.880309	0.033309	102
13	14.469916	0.059916	85
13	14.051991	-0.071009	68
13	14.027594	-0.010406	51
13	13.820176	-0.017824	34
13	13.775155	0.028155	17
14	14.874309	0.033309	102
14	14.447916	0.059916	85
14	14.014991	-0.071009	68
14	13.986594	-0.010406	51
14	13.772176	-0.017824	34
14	13.726155	0.028155	17
15	14.869309	0.033309	102
15	14.426916	0.059916	85
15	13.978991	-0.071009	68
15	13.946594	-0.010406	51
15	13.726176	-0.017824	34
15	13.678155	0.028155	17
16	14.863309	0.033309	102
16	14.406916	0.059916	85
16	13.943991	-0.071009	68
16	13.907594	-0.010406	51
16	13.682176	-0.017824	34
16	13.633155	0.028155	17
17	14.859309	0.033309	102
17	14.389916	0.059916	85
17	13.909991	-0.071009	68
17	13.870594	-0.010406	51
17	13.640176	-0.017824	34
17	13.590155	0.028155	17
18	14.854309	0.033309	102
18	14.371916	0.059916	85
18	13.876991	-0.071009	68
18	13.834594	-0.010406	51
18	13.599176	-0.017824	34
18	13.548155	0.028155	17
19	14.850309	0.033309	102
19	14.356916	0.059916	85
19	13.845991	-0.071009	68
19	13.799594	-0.010406	51
19	13.560176	-0.017824	34
19	13.508155	0.028155	17
20	14.846309	0.033309	102
20	14.342916	0.059916	85
20	13.814991	-0.071009	68
20	13.765594	-0.010406	51
20	13.522176	-0.017824	34
20	13.469155	0.028155	17
21	14.843309	0.033309	102
21	14.328916	0.059916	85
21	13.785991	-0.071009	68
21	13.732594	-0.010406	51
21	13.485176	-0.017824	34
21	13.432155	0.028155	17
22	14.839309	0.033309	102
22	14.314916	0.059916	85
22	13.756991	-0.071009	68
22	13.701594	-0.010406	51
22	13.450176	-0.017824	34
22	13.396155	0.028155	17
23	14.836309	0.033309	102
23	14.302916	0.059916	85
23	13.729991	-0.071009	68
23	13.670594	-0.010406	51
23	13.416176	-0.017824	34
23	13.361155	0.028155	17
24	14.833309	0.033309	102
24	14.291916	0.059916	85
24	13.702991	-0.071009	68
24	13.641594	-0.010406	51
24	13.383176	-0.017824	34
24	13.327155	0.028155	17
25	14.830309	0.033309	102
25	14.280916	0.059916	85
25	13.676991	-0.071009	68
25	13.612594	-0.010406	51
25	13.351176	-0.017824	34
25	13.295155	0.028155	17
26	14.827309	0.033309	102
26	14.269916	0.059916	85
26	13.651991	-0.071009	68
26	13.585594	-0.010406	51
26	13.320176	-0.017824	34
26	13.263155	0.028155	17
27	14.824309	0.033309	102
27	14.259916	0.059916	85
27	13.627991	-0.071009	68
27	13.558594	-0.010406	51
27	13.290176	-0.017824	34
27	13.233155	0.028155	17
28	14.822309	0.033309	102
28	14.249916	0.059916	85
28	13.604991	-0.071009	68
28	13.532594	-0.010406	51
28	13.261176	-0.017824	34
28	13.204155	0.028155	17
29	14.820309	0.033309	102
29	14.242916	0.059916	85
29	13.581991	-0.071009	68
29	13.507594	-0.010406	51
29	13.233176	-0.017824	34
29	13.175155	0.028155	17
30	14.818309	0.033309	102
30	14.234916	0.059916	85
30	13.560991	-0.071009	68
30	13.483594	-0.010406	51
30	13.206176	-0.017824	34
30	13.148155	0.028155	17
31	14.815309	0.033309	102
31	14.226916	0.059916	85
31	13.538991	-0.071009	68
31	13.460594	-0.010406	51
31	13.180176	-0.017824	34
31	13.121155	0.028155	17
32	14.813309	0.033309	102
32	14.218916	0.059916	85
32	13.518991	-0.071009	68
32	13.437594	-0.010406	51
32	13.154176	-0.017824	34
32	13.095155	0.028155	17
33	14.811309	0.033309	102
33	14.210916	0.059916	85
33	13.498991	-0.071009	68
33	13.415594	-0.010406	51
33	13.130176	-0.017824	34
33	13.070155	0.028155	17
34	14.810309	0.033309	102
34	14.203916	0.059916	85
34	13.479991	-0.071009	68
34	13.394594	-0.010406	51
34	13.106176	-0.017824	34
34	13.046155	0.028155	17
35	14.808309	0.033309	102
35	14.197916	0.059916	85
35	13.460991	-0.071009	68
35	13.373594	-0.010406	51
35	13.083176	-0.017824	34
35	13.023155	0.028155	17
36	14.806309	0.033309	102
36	14.192916	0.059916	85
36	13.442991	-0.071009	68
36	13.353594	-0.010406	51
36	13.061176	-0.017824	34
36	13.000155	0.028155	17
37	14.805309	0.033309	102
37	14.186916	0.059916	85
37	13.425991	-0.071009	68
37	13.334594	-0.010406	51
37	13.039176	-0.017824	34
37	12.978155	0.028155	17
38	14.804309	0.033309	102
38	14.181916	0.059916	85
38	13.408991	-0.071009	68
38	13.315594	-0.010406	51
38	13.018176	-0.017824	34
38	12.957155	0.028155	17
39	14.802309	0.033309	102
39	14.175916	0.059916	85
39	13.392991	-0.071009	68
39	13.297594	-0.010406	51
39	12.998176	-0.017824	34
39	12.936155	0.028155	17
40	14.801309	0.033309	102
40	14.170916	0.059916	85
40	13.376991	-0.071009	68
40	13.279594	-0.010406	51
40	12.978176	-0.017824	34
40	12.916155	0.028155	17
41	14.800309	0.033309	102
41	14.165916	0.059916	85
41	13.361991	-0.071009	68
41	13.262594	-0.010406	51
41	12.959176	-0.017824	34
41	12.897155	0.028155	17
42	14.798309	0.033309	102
42	14.161916	0.059916	85
